round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,round_seconds
0,0.4660381565809051,0.19715486956610517,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7123579496940655,0.0,0.0,0.0,0.0,0.0
1,0.6042196016212995,0.31630212547221975,0.2202551418901328,1.0,0.0,0.36099850650736076,2.4501662873033774,12.674213826566028,14.53898993513474,14.001977901400855,15.234294320479824,208.90383291244507
2,0.6830424624176623,0.38042710583602657,0.2202551418901328,1.0,0.0,0.36099850650736076,2.9688961246284142,9.972377214059586,12.306778941614997,11.338429675773293,15.069446163903848,201.47359991073608
3,0.7115298547224097,0.41205309471198776,0.22103618849258005,1.0,0.001001669449081803,0.36122971818958155,2.039571368076479,12.245746601828554,14.381235227904705,12.644880522182113,15.977018706309163,204.3185532093048
4,0.7579652059973874,0.4705360915872324,0.5331944806040094,0.8723404255319149,0.4373956594323873,0.4515142245334965,0.8428819770023772,13.072855136275884,15.528476161088168,13.50275308089029,19.02953544972914,207.01754999160767
5,0.789501414887697,0.5260736699919294,0.6982556625878678,0.75177304964539,0.6831385642737896,0.523241464417935,0.5811793589479631,13.078092550520513,15.964874365036561,12.293969691640896,24.22879551692637,211.95527815818787
6,0.8002261452302301,0.5453852264608263,0.7995313720385316,0.4219858156028369,0.9061769616026711,0.4811320754716981,0.42437319455557687,10.939570692744555,15.125986552801042,11.648530077791628,24.0855211432166,1152.1047310829163
7,0.8053390797112603,0.5529396185337108,0.805259047123145,0.43498817966903075,0.9098497495826378,0.49595687331536387,0.42067339072371585,9.655826225483311,14.418221944505783,11.155128348398025,22.088855355448093,254.4045171737671
8,0.8044289734269489,0.5521994449520776,0.7581359021088259,0.6843971631205674,0.7789649415692821,0.5548634403449928,0.4904748631566158,8.079636600981981,13.8814292582092,9.802495342731017,26.876148992506884,205.49998378753662
9,0.8063634426171279,0.5521651463187821,0.6519135641759959,0.8486997635933806,0.5963272120200334,0.5178507032095204,0.6889998602704805,6.070255363213812,13.127310928857039,9.728781992465093,23.815178225110454,224.10879492759705
10,0.8078377279705735,0.5611467307185571,0.7386097370476439,0.7423167848699763,0.7375626043405676,0.5557522123893806,0.5287163806589341,5.578340644530793,11.936154139023392,9.49225082269248,16.08124352933131,1185.4851007461548
11,0.804367405092017,0.5489146981802431,0.7760999739651132,0.5981087470449172,0.8263772954924875,0.5405982905982906,0.4519524036343775,6.128581941243932,13.796731350689956,10.02132904477373,22.409049079160372,2484.5563020706177
12,0.8100664227613398,0.5666668988789544,0.7529289247591773,0.7257683215130024,0.7606010016694491,0.5640790078089113,0.5039313427424159,5.53345531069058,13.821750374978453,10.518808686877925,19.546896753101457,3447.380511045456
13,0.8090852760905686,0.5683714041600645,0.753970320229107,0.6973995271867612,0.769949916527546,0.5552941176470588,0.491773488801681,5.271539212703177,14.098443797007494,10.123241802012672,25.674772236867494,3675.3775370121
14,0.8108952272700364,0.5705593229661884,0.7339234574329602,0.7541371158392435,0.7282136894824708,0.5552654482158399,0.5330816848115312,6.230435989249639,13.327303601532435,10.325409618185095,19.48121416352149,3675.773859977722
15,0.8120180600449132,0.5738271095379196,0.793022650351471,0.5437352245862884,0.8634390651085142,0.5364431486880467,0.4255677499475539,4.945974474246066,12.794334343747527,9.922265117775995,18.008538281729017,3666.920304775238
16,0.8146714184791831,0.5781947258176416,0.7964071856287425,0.5602836879432624,0.8631051752921536,0.5479768786127167,0.4294809289711998,4.8431171928087,11.690363962021149,9.023339598444222,15.688013431011735,4652.876319169998
17,0.8086763991996117,0.5594756613941495,0.7360062483728196,0.7210401891252955,0.7402337228714524,0.5461056401074306,0.5125913171724057,4.556962083242314,13.301077952338042,9.819490345186509,19.192953111229567,3602.6707458496094
18,0.8116399673214222,0.564868017348264,0.7570945066388961,0.7080378250591016,0.7709515859766277,0.5621773815110277,0.49282070795900634,4.380807317412501,12.611801537029914,9.867514671796858,20.512337768555366,4701.84138917923
19,0.8160008603780138,0.5833909342382948,0.7711533454829471,0.6619385342789598,0.8020033388981636,0.560280140070035,0.4578577572586452,5.041361120297576,13.18419768397715,9.216808650207867,19.84824921377445,2569.9793269634247
20,0.8182415925675969,0.5851684174686163,0.7149179901067431,0.7872340425531915,0.6944908180300501,0.5488257107540173,0.5595933556185073,4.672461299604,12.733088981134523,8.406455478356214,21.192015460951726,208.06142210960388
