seed,threshold_type,threshold,accuracy,precision,sensitivity,recall,specificity,negative_predictive_value,f1_score,balanced_accuracy,roc_auc,pr_auc,average_precision,log_loss,true_negative,false_positive,false_negative,true_positive,sample_count,positive_count,negative_count
33,fixed_0.5,0.5,0.48997656860192657,0.29800362976406536,0.9704491725768322,0.9704491725768322,0.35425709515859766,0.9769797421731123,0.45598444876423216,0.6623531338677149,0.8303216156162557,0.5897787779035506,0.5903047255231189,0.8263663858730209,1061,1934,25,821,3841,846,2995
33,validation_youden,0.6845529675483704,0.7029419422025515,0.4144927536231884,0.8451536643026005,0.8451536643026005,0.662771285475793,0.9380907372400756,0.5562038117464022,0.7539624748891968,0.8303216156162557,0.5897787779035506,0.5903047255231189,0.8263663858730209,1985,1010,131,715,3841,846,2995
