round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,mean_client_proximal_loss,minimum_client_proximal_loss,maximum_client_proximal_loss,round_seconds
0,0.4660381565809051,0.19715486956610517,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7123579496940655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6001689182522486,0.3142645668842623,0.2202551418901328,1.0,0.0,0.36099850650736076,2.3168190065069454,11.93408059954074,12.9960743205802,11.825415137759522,13.939582431707942,0.02305629998445511,0.020571012049913406,0.025105522945523262,211.87847709655762
2,0.6771204568686187,0.37791399536293724,0.2202551418901328,1.0,0.0,0.36099850650736076,3.047906474594692,6.755688688052193,8.214127093126436,7.008518923185516,9.322096791978545,0.015731093287467957,0.013680472038686275,0.01819576881825924,210.01548075675964
3,0.7069136109433768,0.40726169372009524,0.2202551418901328,1.0,0.0,0.36099850650736076,2.4559617038443387,6.963728883981622,8.253971081801739,7.383402437095582,9.28658449639041,0.012534233555197716,0.011739581823348999,0.01353437826037407,210.68757891654968
4,0.7561846576445377,0.4664545904924874,0.3728195782348347,0.9657210401891253,0.20534223706176963,0.4041553302003463,1.1047547256929757,7.373976559331159,8.736605141177023,7.855658332237716,9.843019184657178,0.01129240021109581,0.010433741845190525,0.012191172689199448,210.4695200920105
5,0.789415377086318,0.52747686169351,0.5959385576672741,0.8699763593380615,0.5185308848080133,0.48677248677248675,0.7411543383589472,6.361922270546045,7.988731549350061,6.610723219918369,10.786524755006377,0.01064189374446869,0.008785481564700603,0.012583904899656773,210.89829874038696
6,0.7992102677038563,0.5442637488330071,0.8013538141109087,0.39243498817966904,0.9168614357262104,0.4653118430273301,0.4241802513518523,5.310229580373201,7.394968263783227,6.638848032325256,9.601875288845207,0.010126752778887749,0.008868750184774399,0.01242597121745348,211.14782786369324
7,0.8053927546699188,0.5545684475736465,0.7807862535797969,0.5626477541371159,0.8424040066777964,0.5306577480490524,0.44660527335798117,5.275722638945,7.293561716696759,5.267297545547041,9.481298034194863,0.009491576999425887,0.007993624545633793,0.010409478098154068,211.4535300731659
8,0.80453356066257,0.5459719598082694,0.7328820619630304,0.7387706855791962,0.7312186978297162,0.5492091388400703,0.5418814922362476,3.89459911582705,6.480462562913135,5.09463089399051,10.598385558855828,0.009695224836468697,0.008893754333257675,0.011248193681240082,211.84565019607544
9,0.8033917837846372,0.5388502501286757,0.5581879718823223,0.9078014184397163,0.459432387312187,0.47510052582740486,0.8565385025919788,3.5259950426493885,6.062673843756381,4.74336012997666,9.64419748919307,0.008569038473069668,0.008243693970143795,0.009459284134209156,211.87784385681152
10,0.8073633360565481,0.5606055406510632,0.7419942723249154,0.7281323877068558,0.7459098497495826,0.5542060278902384,0.5202554383351945,3.262892466335566,5.848750380979349,4.584602622743617,7.161315270105919,0.008466878160834312,0.0070344689302146435,0.009814376011490822,213.04068994522095
11,0.8076699937247659,0.5635456853037268,0.7740171830252538,0.6229314420803782,0.81669449081803,0.5483870967741935,0.45353762023624566,3.70456324407291,6.366826519060806,5.047752865419169,8.850636003520027,0.00866525573655963,0.0078079295344650745,0.009573657065629959,214.19865012168884
12,0.8094957316567802,0.5613168216852732,0.7529289247591773,0.7115839243498818,0.7646076794657763,0.5592196934509986,0.5036240320685252,3.0236930620669513,6.258441930210012,5.28427986946459,8.113631216911106,0.008150362316519022,0.007010579574853182,0.009494024328887463,215.5996069908142
13,0.8097112208290413,0.571513672929736,0.7419942723249154,0.7340425531914894,0.7442404006677796,0.5562024182713838,0.5172188208461991,3.0552056929495266,6.312674994900541,4.677320562947688,11.028245243434915,0.007758965902030468,0.007094311993569136,0.008511986583471298,213.01669001579285
14,0.8097862079036378,0.5710316827601616,0.6969539182504556,0.7955082742316785,0.6691151919866444,0.5362549800796813,0.6015133177428512,2.567107456801436,5.577311855239186,4.769184680826086,7.891165274852917,0.007813985925167799,0.007534749805927277,0.008474588394165039,213.72049832344055
15,0.8122544666642988,0.5737712210274939,0.7974485810986722,0.5070921985815603,0.879465776293823,0.5244498777506112,0.4189730613562896,2.5184749047384907,5.773769980137851,4.620396660338663,8.378335179996744,0.007833401765674352,0.007180365268141031,0.008301506750285625,214.35230588912964
16,0.8139965348078161,0.5781901057771713,0.7615204373860973,0.7080378250591016,0.776627712854758,0.5666982024597919,0.4837616211056378,2.9689470848524246,5.828485272295456,4.863211389963973,7.156593001070769,0.00866461144760251,0.007516969460994005,0.00943213514983654,214.56925916671753
17,0.8088593281947454,0.5642348526761407,0.7237698516011455,0.7434988179669031,0.7181969949916528,0.5424752048296679,0.5390035338967953,2.717951347835327,5.983419832747286,4.458197581026594,8.105505498753727,0.007494303118437529,0.005755130667239428,0.008603562600910664,215.89239692687988
18,0.8132912616377967,0.5698008066662374,0.7068471752147878,0.7943262411347518,0.6821368948247079,0.5441295546558704,0.5795946945396251,2.1698032791713118,5.507425111171591,4.411967716098703,8.078230276773073,0.007818788848817348,0.007132579106837511,0.008950646035373211,216.19195199012756
19,0.8150729939970874,0.5790665311201478,0.7688102056756053,0.6678486997635934,0.7973288814691152,0.5599603567888999,0.46277417691039086,2.618845665717167,6.147040767379648,4.278520130770385,10.033385816840035,0.008226255606859922,0.006682433187961578,0.010365216061472893,216.3163869380951
20,0.8162169415534954,0.5808666185408671,0.6868003124186409,0.8167848699763594,0.6500834724540901,0.5346228239845261,0.6134670504576463,2.413720086905587,5.785017777345494,3.9253722718705455,10.437997818466407,0.00786858582869172,0.006274028681218624,0.00942116416990757,219.43840312957764
