round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,round_seconds
0,0.44540092431436157,0.19021934932823567,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7064646872742556,0.0,0.0,0.0,0.0,0.0
1,0.5561761722650438,0.2469597508230112,0.2202551418901328,1.0,0.0,0.36099850650736076,2.4199280820236995,12.946320762720642,14.54597965930881,14.032834209974466,15.255304565857477,214.86246705055237
2,0.6214103884725133,0.3055116974227576,0.2202551418901328,1.0,0.0,0.36099850650736076,2.345812064485147,9.841331126553127,11.489589750421896,10.17843254823333,12.597709045265919,233.15768814086914
3,0.6957942117871788,0.3843719851965554,0.2205154907576152,1.0,0.000333889816360601,0.36107554417413573,1.9220853799890725,12.183473996901064,13.666154498505325,11.948474111519404,16.441251509473666,226.138503074646
4,0.7600208385133617,0.4691024306282571,0.3954699297058058,0.9621749408983451,0.2353923205342237,0.41215189873417724,1.077961895297325,12.475518690611963,14.095370909147173,10.501722195989295,16.216477059568366,216.01176118850708
5,0.8000966938593479,0.5428406434107437,0.6206717000781047,0.859338061465721,0.5532554257095159,0.4994847131569907,0.7279952027823471,10.654743468243671,12.555653415400556,11.142889599035847,13.944065703929764,210.43663787841797
6,0.8046156517758123,0.5510447682745524,0.5514189013277793,0.9125295508274232,0.44941569282136895,0.47260483624119987,0.8651818910442199,8.177288005479657,10.439017613000697,9.77109258766914,10.962145388198152,215.49788904190063
7,0.8000832751196832,0.5494809874484533,0.6368133298620151,0.83451536643026,0.5809682804674458,0.5030281439258996,0.7368127351824811,6.268741613521662,9.16378109737524,8.584659765516617,9.650127994479032,219.0446650981903
8,0.8132235759362532,0.5712432450124291,0.6740432179120021,0.8297872340425532,0.6300500834724541,0.5286144578313253,0.6542655991661046,5.120559611250266,8.868122443791556,7.497311726404792,11.582218324994399,224.3083212375641
9,0.8101054949738927,0.5404906481382746,0.6779484509242385,0.8321513002364066,0.6343906510851419,0.5323251417769376,0.6213144430296826,4.74093168965037,8.105124124921582,7.502701510981584,8.841409670041575,226.58717799186707
10,0.8160644020570138,0.5827962295079209,0.7482426451444936,0.7340425531914894,0.752253756260434,0.5622453598913536,0.5136882415046357,4.7584366079290135,7.953709819538444,7.646908413564919,8.411012222685002,224.5195620059967
11,0.8122649253878607,0.5677402488200541,0.5719864618588909,0.9030732860520094,0.4784641068447412,0.4817150063051702,0.8393042451569213,4.167787187864179,7.692595310207042,7.159936239801883,8.604207015618657,227.5142798423767
12,0.8097712104887184,0.5694927923696534,0.7058057797448581,0.7754137115839244,0.6861435726210351,0.5372645372645373,0.5892020590906065,4.309917073212492,8.286439223917807,7.9053130988445295,9.284153183383474,226.87598085403442
13,0.8198390145909061,0.5758207387937984,0.6878417078885707,0.83451536643026,0.6464106844741235,0.5407889697433933,0.6200468199259451,4.2039756958650365,7.656153233595409,7.3116339014467915,7.952232845188295,223.70780110359192
14,0.8182571819857366,0.5819942429687077,0.6464462379588649,0.8569739952718676,0.5869782971619366,0.5163817663817664,0.7026180716980306,4.146774603861089,7.682589161340178,6.981116376818812,8.61546990880574,226.64541006088257
15,0.8198441452854837,0.5886889003569281,0.644103098151523,0.8617021276595744,0.5826377295492488,0.5161061946902655,0.6962002376592928,4.267857644107686,7.653847731676014,7.186906283250097,8.865017142051617,217.11262893676758
16,0.8246948223398334,0.5944831304797301,0.7852121843269981,0.6252955082742316,0.8303839732888146,0.5618693574083908,0.4401703024318298,4.125276248001236,7.338419540921505,7.051767780770182,8.131639461384859,214.2793960571289
17,0.8174534389467077,0.5805619887123046,0.7745378807602187,0.648936170212766,0.810016694490818,0.5590631364562119,0.45573461402852966,3.9851023951120257,7.258819321338902,6.833288690935553,7.804379843721335,229.2662410736084
18,0.8247386305781502,0.591005602290954,0.7104920593595417,0.817966903073286,0.6801335559265442,0.5544871794871795,0.5835369504684924,3.98562876285614,7.091273308276759,6.707174609631836,7.98398165924658,209.4568829536438
19,0.8257424707057074,0.5962785780311639,0.6386357719343921,0.8817966903073287,0.5699499165275459,0.5180555555555556,0.707464818347463,3.798982315936179,7.438661801075023,6.925146424109328,8.10359263666023,245.40456581115723
20,0.828083843442775,0.5993109229921443,0.727154386878417,0.7955082742316785,0.7078464106844741,0.5622389306599833,0.5464975438355185,3.654265800294689,7.044004433125477,6.524781651702917,7.854513383985389,232.1834261417389
