round,client_id,client_seed,images,local_epochs,mu,loss,classification_loss,regularization_loss,proximal_loss_epoch_mean,initial_proximal_loss,final_proximal_loss,roc_auc,pr_auc,update_l2,training_seconds
3,1,3012,3745,1,0.01,0.7115035653114319,0.6654126048088074,0.02928462252020836,0.016806507483124733,0.0,0.015353016555309296,0.7268903255462646,0.7685396671295166,11.26062451265044,40.687093019485474
3,2,3013,3795,1,0.01,0.6063870191574097,0.567192554473877,0.02922063320875168,0.009973691776394844,0.0,0.011765751987695694,0.822115957736969,0.6241809725761414,7.134410512955745,41.18445110321045
3,3,3014,3795,1,0.01,0.19671547412872314,0.15415357053279877,0.028949959203600883,0.013611921109259129,0.0,0.017526941373944283,0.7164157629013062,0.0569298155605793,8.1455295951672,43.18491196632385
3,4,3015,3818,1,0.01,0.43383586406707764,0.39418211579322815,0.029201241210103035,0.010452472604811192,0.0,0.01437811553478241,0.7747243642807007,0.2618584632873535,7.434345953774111,41.62781286239624
4,0,4011,3828,1,0.01,0.45713409781455994,0.4177791476249695,0.028738345950841904,0.01061656791716814,0.0,0.012007280252873898,0.8110604286193848,0.36255398392677307,6.776474433209276,42.021050214767456
4,1,4012,3745,1,0.01,0.705055832862854,0.6595582962036133,0.028806889429688454,0.016690438613295555,0.0,0.014740514568984509,0.7332833409309387,0.7732983827590942,11.983046148907862,40.32049083709717
4,2,4013,3795,1,0.01,0.6014469861984253,0.5614877939224243,0.028788020834326744,0.011171380057930946,0.0,0.014526325277984142,0.8250059485435486,0.6398625373840332,7.359739905176449,40.788130044937134
4,3,4014,3795,1,0.01,0.18653568625450134,0.14806370437145233,0.028445659205317497,0.010026329196989536,0.0,0.009217873215675354,0.7567670345306396,0.05312858521938324,8.337953746624853,42.35968828201294
4,4,4015,3818,1,0.01,0.411577045917511,0.3744564652442932,0.02865016460418701,0.008470487780869007,0.0,0.009167131967842579,0.8035233020782471,0.29877594113349915,6.6734728732733615,42.82439708709717
5,0,5011,3828,1,0.01,0.44904351234436035,0.4124099314212799,0.02819785661995411,0.008435876108705997,0.0,0.011419812217354774,0.8167948722839355,0.3753187358379364,6.010273235255294,44.69689702987671
5,1,5012,3745,1,0.01,0.7063601613044739,0.6609941124916077,0.028338074684143066,0.01702815666794777,0.0,0.014653339050710201,0.7387500405311584,0.7758300304412842,12.651472129389067,43.73563599586487
5,2,5013,3795,1,0.01,0.5970659255981445,0.5584860444068909,0.028252994641661644,0.010326909832656384,0.0,0.013475004583597183,0.8272631168365479,0.6468033194541931,6.061538181764906,43.07895302772522
5,3,5014,3795,1,0.01,0.18988536298274994,0.1491221934556961,0.02796294540166855,0.012800234369933605,0.0,0.010669175535440445,0.743992805480957,0.05125148966908455,8.277268884387707,43.115729093551636
5,4,5015,3818,1,0.01,0.4041435122489929,0.36733341217041016,0.028137704357504845,0.00867241621017456,0.0,0.009914027526974678,0.8130937814712524,0.30180200934410095,6.63286218924709,42.264463901519775
6,0,6011,3828,1,0.01,0.44977980852127075,0.4143398702144623,0.027638357132673264,0.007801708299666643,0.0,0.010090756230056286,0.8147892355918884,0.3601000905036926,5.6699771674349675,41.72722387313843
6,1,6012,3745,1,0.01,0.7056134939193726,0.6602879762649536,0.027828335762023926,0.017497219145298004,0.0,0.012949296273291111,0.7372409105300903,0.7656067609786987,13.817835076455653,40.627177000045776
6,2,6013,3795,1,0.01,0.5920999646186829,0.5547341704368591,0.02768777497112751,0.009677930735051632,0.0,0.010970006696879864,0.8290866613388062,0.6408658623695374,6.736947642277644,41.607370138168335
6,3,6014,3795,1,0.01,0.17413978278636932,0.13682259619235992,0.027374211698770523,0.009942946024239063,0.0,0.012544696219265461,0.8045178651809692,0.10376732796430588,6.575858024882546,41.12573599815369
6,4,6015,3818,1,0.01,0.40801802277565,0.37247928977012634,0.02762490324676037,0.007913910783827305,0.0,0.00900856964290142,0.8058533668518066,0.3062574565410614,4.827507401446529,41.46344995498657
7,0,7011,3828,1,0.01,0.44232267141342163,0.40757519006729126,0.027116691693663597,0.007630760315805674,0.0,0.009535226970911026,0.8216916918754578,0.38008540868759155,5.556450075106253,41.16033577919006
7,1,7012,3745,1,0.01,0.7050520777702332,0.6602596640586853,0.027298040688037872,0.017494285479187965,0.0,0.013252373784780502,0.7441682815551758,0.7866925597190857,14.769416907396241,40.51929712295532
7,2,7013,3795,1,0.01,0.5872456431388855,0.5493465065956116,0.027217980474233627,0.010681333020329475,0.0,0.010954171419143677,0.8296853303909302,0.643328070640564,6.2232590603703954,42.38679385185242
7,3,7014,3795,1,0.01,0.1757727861404419,0.13934092223644257,0.026838479563593864,0.009593320079147816,0.0,0.009320525452494621,0.8097813129425049,0.06990450620651245,6.7763865625751505,43.11323595046997
7,4,7015,3818,1,0.01,0.40034428238868713,0.3647844195365906,0.027103086933493614,0.008456789888441563,0.0,0.009425767697393894,0.8174335956573486,0.2941114902496338,6.131914752724505,44.24566102027893
8,0,8011,3828,1,0.01,0.4447098672389984,0.40954145789146423,0.026636701077222824,0.008531893603503704,0.0,0.009771768935024738,0.8202263712882996,0.3868923783302307,5.503314588066165,43.97087478637695
8,1,8012,3745,1,0.01,0.6965066194534302,0.6527190804481506,0.026787105947732925,0.017000354826450348,0.0,0.012963218614459038,0.7475964426994324,0.7786555290222168,15.139996991158348,39.56785321235657
8,2,8013,3795,1,0.01,0.5904611945152283,0.554629921913147,0.02671862207353115,0.009112662635743618,0.0,0.010366616770625114,0.8291910886764526,0.6408534049987793,5.734752960327424,41.54162311553955
8,3,8014,3795,1,0.01,0.18230567872524261,0.1430109739303589,0.02646218053996563,0.012832469306886196,0.0,0.010743586346507072,0.7868225574493408,0.07067407667636871,7.339424818993231,40.50195908546448
8,4,8015,3818,1,0.01,0.40191346406936646,0.3665112555027008,0.026659253984689713,0.008743020705878735,0.0,0.01041179895401001,0.8139883875846863,0.3046894073486328,6.193171306044477,41.13853096961975
9,0,9011,3828,1,0.01,0.4292546510696411,0.3955687880516052,0.026140054687857628,0.007545696571469307,0.0,0.009609436616301537,0.8338606357574463,0.41267967224121094,6.143445168871997,42.11837601661682
9,1,9012,3745,1,0.01,0.6946943402290344,0.6510271430015564,0.026280954480171204,0.017386261373758316,0.0,0.012720389291644096,0.7415282130241394,0.7717635035514832,16.457540644048162,41.05474376678467
9,2,9013,3795,1,0.01,0.5861362218856812,0.5504534840583801,0.026183953508734703,0.00949860829859972,0.0,0.010282035917043686,0.8313378095626831,0.6485772728919983,6.972288047103719,41.80622410774231
9,3,9014,3795,1,0.01,0.17223972082138062,0.13614679872989655,0.025923652574419975,0.010169288143515587,0.0,0.010327345691621304,0.8117634057998657,0.09080054610967636,6.595512224026758,43.607266664505005
9,4,9015,3818,1,0.01,0.39525675773620605,0.36062726378440857,0.02609117329120636,0.008538460358977318,0.0,0.00852891430258751,0.8203080892562866,0.32411471009254456,7.069718875548795,40.59144878387451
10,0,10011,3828,1,0.01,0.4334894120693207,0.39942455291748047,0.02564169652760029,0.00842311978340149,0.0,0.010653845965862274,0.8304574489593506,0.39741772413253784,6.461861029502375,40.02358603477478
10,1,10012,3745,1,0.01,0.6939825415611267,0.6506088972091675,0.025778204202651978,0.017595380544662476,0.0,0.011903438717126846,0.7446296811103821,0.7899696826934814,19.130328929079923,39.0651421546936
10,2,10013,3795,1,0.01,0.5831648707389832,0.5475136637687683,0.025708848610520363,0.009942370466887951,0.0,0.010194783098995686,0.8308537006378174,0.6348330974578857,6.7110128181903885,40.537012815475464
10,3,10014,3795,1,0.01,0.17432305216789246,0.1381993442773819,0.02538452111184597,0.01073922123759985,0.0,0.007836724631488323,0.8067742586135864,0.07424794137477875,8.66683228169499,40.34994292259216
10,4,10015,3818,1,0.01,0.3967367708683014,0.36272764205932617,0.025597743690013885,0.008411485701799393,0.0,0.010411260649561882,0.8181878328323364,0.3316163420677185,6.757930435725305,40.099947929382324
11,0,11011,3828,1,0.01,0.4247620403766632,0.392456978559494,0.025152260437607765,0.007152775302529335,0.0,0.01040228083729744,0.8366974592208862,0.4197370111942291,6.640797194366154,40.137580156326294
11,1,11012,3745,1,0.01,0.6832895278930664,0.6420925259590149,0.025266781449317932,0.015930160880088806,0.0,0.01374730933457613,0.7491480708122253,0.7822983860969543,18.432721567798122,40.63697791099548
11,2,11013,3795,1,0.01,0.580064058303833,0.5456972718238831,0.025200238451361656,0.009166480973362923,0.0,0.010095996782183647,0.8341329097747803,0.6401493549346924,7.054543453395062,42.661136865615845
11,3,11014,3795,1,0.01,0.17510788142681122,0.1394791305065155,0.024933848530054092,0.010694886557757854,0.0,0.008803396485745907,0.8176845908164978,0.06976863741874695,8.014781180909598,40.50697994232178
11,4,11015,3818,1,0.01,0.4004901051521301,0.366205632686615,0.02519082836806774,0.009093578904867172,0.0,0.009304472245275974,0.8146811723709106,0.31157365441322327,6.732281706692351,40.66597008705139
12,0,12011,3828,1,0.01,0.4314126968383789,0.3987845182418823,0.02466316521167755,0.007965086959302425,0.0,0.007965183816850185,0.8317017555236816,0.3859732151031494,6.609101952762999,40.19166684150696
12,1,12012,3745,1,0.01,0.6942731738090515,0.652468740940094,0.02480827085673809,0.016996558755636215,0.0,0.012577787041664124,0.7485849857330322,0.7857320308685303,18.86769760387638,39.25325584411621
12,2,12013,3795,1,0.01,0.5835055112838745,0.5487313270568848,0.02475873939692974,0.010015502572059631,0.0,0.01169662643224001,0.8314718008041382,0.6459966897964478,6.896938369219742,41.70997905731201
12,3,12014,3795,1,0.01,0.17582903802394867,0.14098331332206726,0.024458270519971848,0.01038740761578083,0.0,0.007694194093346596,0.7956594824790955,0.06999282538890839,8.06328088056735,39.96100902557373
12,4,12015,3818,1,0.01,0.3960827589035034,0.36365824937820435,0.02464994601905346,0.007774522062391043,0.0,0.009583402425050735,0.8171597719192505,0.3154902160167694,7.602694448712041,40.12162923812866
13,0,13011,3828,1,0.01,0.4361635148525238,0.40429016947746277,0.024242764338850975,0.007630572654306889,0.0,0.009091026149690151,0.8249252438545227,0.38865336775779724,7.92365745425586,40.01360106468201
13,1,13012,3745,1,0.01,0.689575731754303,0.6490927934646606,0.024341687560081482,0.01614108681678772,0.0,0.01205727644264698,0.7461930513381958,0.786273181438446,17.885092580575538,43.17067003250122
13,2,13013,3795,1,0.01,0.5684324502944946,0.5360408425331116,0.024237442761659622,0.00815425906330347,0.0,0.009662967175245285,0.838102400302887,0.6534436345100403,6.168629504863637,45.0518159866333
13,3,13014,3795,1,0.01,0.17119169235229492,0.1365262269973755,0.024036169052124023,0.01062933448702097,0.0,0.00869498960673809,0.8249982595443726,0.07291067391633987,8.758263616082406,43.332756996154785
13,4,13015,3818,1,0.01,0.38808077573776245,0.3562733829021454,0.024201754480600357,0.007605572231113911,0.0,0.009239891543984413,0.8255364298820496,0.33801978826522827,6.552073768288563,45.829121112823486
14,0,14011,3828,1,0.01,0.432912677526474,0.40163594484329224,0.023805852979421616,0.007470883894711733,0.0,0.007711612619459629,0.8286356925964355,0.39307448267936707,7.0963428148517425,42.83649277687073
14,1,14012,3745,1,0.01,0.6896024346351624,0.6489176154136658,0.023925265297293663,0.016759267076849937,0.0,0.012236456386744976,0.7472769021987915,0.7843934297561646,19.880899986402135,41.52451992034912
14,2,14013,3795,1,0.01,0.5708724856376648,0.5381081104278564,0.023825807496905327,0.008938469924032688,0.0,0.009839830920100212,0.837105393409729,0.6435722708702087,5.940365862735005,42.45215916633606
14,3,14014,3795,1,0.01,0.1751352846622467,0.14073219895362854,0.02363714575767517,0.010765970684587955,0.0,0.0077980635687708855,0.8033064603805542,0.06962024420499802,8.024805621041267,40.95551085472107
14,4,14015,3818,1,0.01,0.3852556347846985,0.35350221395492554,0.023742252960801125,0.008011204190552235,0.0,0.007923050783574581,0.8292344808578491,0.34237009286880493,7.976517495044515,40.30609202384949
15,0,15011,3828,1,0.01,0.4368535280227661,0.4055391550064087,0.023389168083667755,0.007925384677946568,0.0,0.007857021875679493,0.8235843181610107,0.3849181532859802,7.043555706586803,41.941052198410034
15,1,15012,3745,1,0.01,0.685660183429718,0.646366536617279,0.023486683145165443,0.015807228162884712,0.0,0.011987732723355293,0.7482779026031494,0.7791169285774231,23.177962785829795,39.51581692695618
15,2,15013,3795,1,0.01,0.5655287504196167,0.5332580804824829,0.023387916386127472,0.008882705122232437,0.0,0.010138249024748802,0.8377910852432251,0.644180417060852,6.160618196012702,42.02825117111206
15,3,15014,3795,1,0.01,0.1721377670764923,0.13673779368400574,0.02317093312740326,0.012229018844664097,0.0,0.008579256013035774,0.8181487917900085,0.07934758067131042,8.377356553479142,41.63509821891785
15,4,15015,3818,1,0.01,0.38523033261299133,0.35444948077201843,0.02335217036306858,0.0074284994043409824,0.0,0.007559603080153465,0.8288903832435608,0.33051010966300964,7.767197637203107,42.83797907829285
16,0,16011,3828,1,0.01,0.4267878234386444,0.3966332972049713,0.022899681702256203,0.007254940457642078,0.0,0.009029684588313103,0.8338637948036194,0.3867439329624176,7.1022460544057155,44.345032930374146
16,1,16012,3745,1,0.01,0.6862716674804688,0.6450291872024536,0.023064294829964638,0.01817811094224453,0.0,0.012178641743957996,0.7494406700134277,0.7859106063842773,19.721311276873486,39.47339868545532
16,2,16013,3795,1,0.01,0.5749189257621765,0.5416964888572693,0.022993579506874084,0.010228939354419708,0.0,0.011317587457597256,0.834487795829773,0.6402562260627747,7.186887079456539,41.29572105407715
16,3,16014,3795,1,0.01,0.172538161277771,0.13954663276672363,0.022712787613272667,0.010278758592903614,0.0,0.01000306662172079,0.7953978776931763,0.07993058860301971,8.839613489009315,40.132059812545776
16,4,16015,3818,1,0.01,0.38414597511291504,0.3541489839553833,0.02291695959866047,0.007079990115016699,0.0,0.008280234411358833,0.828201413154602,0.3300381898880005,7.661713246978751,40.4166579246521
17,0,17011,3828,1,0.01,0.42561429738998413,0.3961925208568573,0.022495396435260773,0.006926448550075293,0.0,0.008840677328407764,0.8331304788589478,0.39980006217956543,7.284345107366045,40.35981225967407
17,1,17012,3745,1,0.01,0.6762793660163879,0.637690007686615,0.022618765011429787,0.015970876440405846,0.0,0.011661706492304802,0.7537097930908203,0.789349377155304,19.143114679376886,41.915977001190186
17,2,17013,3795,1,0.01,0.5692692399024963,0.538932204246521,0.022568276152014732,0.007768815383315086,0.0,0.009927199222147465,0.8357017040252686,0.6517183780670166,6.201451824650025,40.25062823295593
17,3,17014,3795,1,0.01,0.17094847559928894,0.13767829537391663,0.02235034480690956,0.010919768363237381,0.0,0.00994947925209999,0.8182634115219116,0.07399165630340576,9.946059799793513,49.506672859191895
17,4,17015,3818,1,0.01,0.38657045364379883,0.35677650570869446,0.02251048944890499,0.007283417508006096,0.0,0.008245322853326797,0.8258663415908813,0.31768301129341125,6.941420766877547,42.89165997505188
18,0,18011,3828,1,0.01,0.42584940791130066,0.39676302671432495,0.022108294069767,0.006978119723498821,0.0,0.008208170533180237,0.8332952260971069,0.3944959044456482,8.191592773691228,41.22310018539429
18,1,18012,3745,1,0.01,0.6761967539787292,0.6388536691665649,0.022189978510141373,0.015153078362345695,0.0,0.010278196074068546,0.7534935474395752,0.786696195602417,18.469479181830607,40.89495015144348
18,2,18013,3795,1,0.01,0.5628234148025513,0.531623363494873,0.022142356261610985,0.009057600051164627,0.0,0.008723721839487553,0.8399022221565247,0.651068925857544,6.973358979174658,41.927287101745605
18,3,18014,3795,1,0.01,0.17087483406066895,0.13908641040325165,0.021949727088212967,0.009838594123721123,0.0,0.009688991121947765,0.8008190393447876,0.08275246620178223,9.31973965015074,41.3458948135376
18,4,18015,3818,1,0.01,0.3793008625507355,0.3500831127166748,0.02209528349339962,0.00712245749309659,0.0,0.007562996353954077,0.8338456153869629,0.34300798177719116,7.833961902760455,40.98351192474365
19,0,19011,3828,1,0.01,0.42628756165504456,0.39614370465278625,0.021728888154029846,0.008414989337325096,0.0,0.008942618034780025,0.83324134349823,0.40497729182243347,7.732459357659133,42.044206857681274
19,1,19012,3745,1,0.01,0.6795700788497925,0.6414251923561096,0.021837417036294937,0.01630757749080658,0.0,0.010606431402266026,0.7524221539497375,0.7876237034797668,23.81885451911558,41.29265522956848
19,2,19013,3795,1,0.01,0.5667641758918762,0.5368573665618896,0.02175816521048546,0.008148612454533577,0.0,0.010024809278547764,0.8366802930831909,0.6462911367416382,6.221360607186952,41.27234387397766
19,3,19014,3795,1,0.01,0.1717619150876999,0.1391143947839737,0.02153371460735798,0.01111383456736803,0.0,0.008646450005471706,0.7896756529808044,0.09921962767839432,9.452634468700117,42.46693396568298
19,4,19015,3818,1,0.01,0.3905290365219116,0.36140716075897217,0.02169874683022499,0.007423145696520805,0.0,0.008587741293013096,0.8201819658279419,0.31123781204223633,9.476527647552178,44.57571506500244
20,0,20011,3828,1,0.01,0.4250847101211548,0.39655977487564087,0.021347377449274063,0.007177544757723808,0.0,0.008006342686712742,0.8329824209213257,0.40042844414711,7.550983374318554,43.66489887237549
20,1,20012,3745,1,0.01,0.6822870373725891,0.643231213092804,0.021478092297911644,0.01757785491645336,0.0,0.012702533975243568,0.7595390677452087,0.7916204929351807,18.990879173698957,45.074055910110474
20,2,20013,3795,1,0.01,0.568757176399231,0.5381551384925842,0.021418292075395584,0.009183790534734726,0.0,0.009705647826194763,0.8375522494316101,0.650530219078064,5.924236670058855,41.641780853271484
20,3,20014,3795,1,0.01,0.16880647838115692,0.13768336176872253,0.02113053761422634,0.009992565959692001,0.0,0.01168860960751772,0.8015590906143188,0.08448273688554764,9.780556412502559,40.21893310546875
20,4,20015,3818,1,0.01,0.3844407796859741,0.3563305139541626,0.02129260078072548,0.0068177953362464905,0.0,0.007369338069111109,0.8253657817840576,0.3368752896785736,7.7845721304996776,40.579145193099976
