round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,round_seconds
0,0.49827470528106343,0.21106756254524509,0.2202551418901328,1.0,0.0,0.36099850650736076,0.6974420193967543,0.0,0.0,0.0,0.0,0.0
1,0.5440296475212825,0.24003277956739963,0.2202551418901328,1.0,0.0,0.36099850650736076,2.528522737140364,12.575935640433565,14.69680958918984,13.064368943081965,15.695794177290932,216.0866618156433
2,0.6211950966346591,0.31262048800248926,0.2202551418901328,1.0,0.0,0.36099850650736076,2.7732008701391124,10.419831078180335,12.832827350079281,10.952107713175035,15.034642486899488,216.51030015945435
3,0.6940817438046863,0.39151979903926604,0.2202551418901328,1.0,0.0,0.36099850650736076,2.098713289284577,11.173546728932463,13.160407868585036,11.437223651660272,15.770551751868869,245.6369321346283
4,0.7415337619436649,0.4404913630053588,0.32439468888310335,0.9739952718676123,0.14090150250417363,0.38840443082724485,1.2988894943580913,13.293208337757406,15.675137050016337,11.509551134004681,22.339874394149916,1404.4852588176727
5,0.7886536662759446,0.5166901918767447,0.5423066909658943,0.9054373522458629,0.4397328881469115,0.4656534954407295,0.86253115382459,9.940704306337432,12.722097685486727,10.17178896155213,18.971013211554126,216.6206362247467
6,0.8009089222778706,0.5406296667703422,0.7307992710231711,0.7411347517730497,0.7278797996661102,0.5480769230769231,0.540431637928821,9.942357052044823,13.487001019153462,11.15077974283924,19.04048409198516,216.39113783836365
7,0.8039964164071719,0.5508809654947125,0.6844571726112991,0.8037825059101655,0.6507512520868114,0.5287713841368584,0.6261105115078899,6.858333844563404,11.227375504941145,8.588214855571037,15.968754343112217,217.27826023101807
8,0.8068680266953985,0.5540102856011635,0.6951314761780786,0.8002364066193853,0.6654424040066778,0.5362376237623763,0.6092473534795432,6.000594188725286,11.221426411176584,9.018072718899301,17.269913387511522,1206.1248729228973
9,0.8048485063758748,0.5435988063486993,0.7084092684196823,0.776595744680851,0.6891485809682805,0.5398520953163517,0.5852533799786548,7.438746101828296,11.995684153082507,8.4568464377563,18.593820289549505,216.41908288002014
10,0.8105893589394462,0.5590780324304359,0.7443374121322572,0.7434988179669031,0.7445742904841403,0.5616071428571429,0.5237265388828929,5.069107806525019,11.259974026504912,9.109681060548072,17.927757663060877,1265.0915200710297
11,0.8079857287756979,0.5608162983002839,0.7763603228325957,0.6536643026004728,0.8110183639398998,0.5628498727735369,0.46742976612133186,5.110987410873978,11.678252724312438,8.352051660195544,20.69508828350892,3088.380060195923
12,0.8064484937464726,0.5497111850940877,0.7917209060140589,0.5460992907801419,0.86110183639399,0.5359628770301624,0.43556637830332534,4.785447011883649,11.413515041017787,8.747614858554456,15.27859883287546,220.99062132835388
13,0.8095760467603611,0.5670269649927009,0.656860192658162,0.8368794326241135,0.6060100166944908,0.5179224579370885,0.6814413771316664,4.947215606937246,10.992728503340114,8.274032611091167,16.571988674850264,239.30184292793274
14,0.8129471104322806,0.5690687496276323,0.702681593335069,0.7955082742316785,0.6764607679465776,0.5409967845659164,0.5862162083642476,4.779366562935243,11.346938015302172,9.218089753709918,16.1868590167441,1903.493175983429
15,0.8123641845944976,0.5728393081080082,0.7469409008070815,0.723404255319149,0.7535893155258765,0.5573770491803278,0.5086981275706113,4.972538481792926,10.288149162951472,8.97210686278799,12.454209716182405,3581.116908788681
16,0.8123858913792491,0.5701781159994598,0.6748242645144493,0.8215130023640662,0.6333889816360601,0.5267146646456992,0.6566779876302301,4.098295091111911,10.617398377679184,8.205194471401319,14.43872018835989,4687.53321480751
17,0.8147491682354753,0.5804155064443397,0.7321010153605831,0.7576832151300237,0.7248747913188648,0.5547382085677196,0.5440412074306256,4.408998605452441,10.167429866932078,8.501512249401397,14.312538463440246,3737.147753238678
18,0.8149788654850283,0.575347045588801,0.688622754491018,0.8203309692671394,0.6514190317195325,0.5371517027863777,0.6126604427879104,4.223414115964174,10.579475044105669,7.42005538294107,13.013301712477494,3542.4718759059906
19,0.8083101465405306,0.5520583818156545,0.8047383493881801,0.48108747044917255,0.896160267111853,0.520460358056266,0.42010375178841847,4.722750055769406,10.001592662758698,8.174908522524278,11.403071814258672,4600.768294811249
20,0.8107397277574524,0.5650050400488116,0.7047643842749284,0.7813238770685579,0.6831385642737896,0.5382736156351792,0.5879034992303953,3.5741094101152533,9.873410116960311,7.236934979823595,14.016240124631604,2790.40669298172
