round,roc_auc,pr_auc,global_update_l2,mean_client_update_l2,mean_client_proximal_loss,round_seconds
0,0.44540092431436157,0.19021934932823567,0.0,0.0,0.0,0.0
1,0.5472406729892612,0.23904509395452983,11.144002840576233,12.57672108674546,0.02273271307349205,225.7018129825592
2,0.5900673699664927,0.2816312898339533,5.526231639046812,7.839264976015791,0.016638992913067342,216.5028100013733
