round,roc_auc,pr_auc,accuracy,sensitivity,specificity,f1_score,log_loss,global_update_l2,round_seconds
0,0.44540092431436157,0.19021934932823567,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7064646872742556,0.0,0.0
1,0.5561761722650438,0.2469597508230112,0.2202551418901328,1.0,0.0,0.36099850650736076,2.4199280820236995,12.946320762720642,208.2839138507843
2,0.6214103884725133,0.3055116974227576,0.2202551418901328,1.0,0.0,0.36099850650736076,2.345812064485147,9.841331126553127,215.62439513206482
