round,client_id,client_seed,images,local_epochs,mu,loss,classification_loss,regularization_loss,proximal_loss_epoch_mean,initial_proximal_loss,final_proximal_loss,roc_auc,pr_auc,update_l2,training_seconds
1,0,1011,3796,1,0.01,0.5977789759635925,0.5485265254974365,0.030187098309397697,0.01906573213636875,0.0,0.024981951341032982,0.7266961932182312,0.35229969024658203,13.292838066519867,41.34676384925842
1,1,1012,3797,1,0.01,0.673888623714447,0.6253005862236023,0.030132200568914413,0.018455784767866135,0.0,0.024695230647921562,0.7674232721328735,0.5604918003082275,13.596662089656116,45.78095269203186
1,2,1013,3796,1,0.01,0.5327995419502258,0.4833226203918457,0.030105413869023323,0.019371476024389267,0.0,0.027195801958441734,0.7402698993682861,0.2875882387161255,12.902283577835586,43.13870882987976
1,3,1014,3796,1,0.01,0.6818752884864807,0.6344751715660095,0.030165720731019974,0.017234506085515022,0.0,0.022211236879229546,0.752753734588623,0.529151976108551,12.823844800024958,42.83198690414429
1,4,1015,3796,1,0.01,0.6751238703727722,0.6272640824317932,0.030175501480698586,0.017684172838926315,0.0,0.023989340290427208,0.7493494749069214,0.5191128253936768,13.290548135402656,40.22303509712219
2,0,2011,3796,1,0.01,0.5441781878471375,0.5045643448829651,0.029766065999865532,0.009847773239016533,0.0,0.01274137943983078,0.776109516620636,0.40785786509513855,8.02062306724921,40.13356590270996
2,1,2012,3797,1,0.01,0.6608123779296875,0.618533194065094,0.029879741370677948,0.012399273924529552,0.0,0.014349687844514847,0.773775041103363,0.5722609162330627,9.180707738833012,40.239877223968506
2,2,2013,3796,1,0.01,0.5017699599266052,0.4603567123413086,0.029777171090245247,0.011636168695986271,0.0,0.015536193735897541,0.771803081035614,0.3210601210594177,7.673415336294063,40.309633016586304
2,3,2014,3796,1,0.01,0.6536039710044861,0.6114809513092041,0.02983953058719635,0.012283394113183022,0.0,0.016829006373882294,0.7723145484924316,0.5539852976799011,7.695225076866526,40.56642508506775
2,4,2015,3796,1,0.01,0.6429094672203064,0.6020515561103821,0.02979610115289688,0.01106178667396307,0.0,0.016287676990032196,0.7769696712493896,0.5490772128105164,8.781211186900462,41.37962102890015
3,0,3011,3796,1,0.01,0.5457484126091003,0.5070369243621826,0.02946169488132,0.009249821305274963,0.0,0.012233036570250988,0.7732635736465454,0.4075022041797638,8.723821071727928,40.609090089797974
3,1,3012,3797,1,0.01,0.6350088119506836,0.5970364809036255,0.029443450272083282,0.008528857491910458,0.0,0.011600245721638203,0.793865442276001,0.6153392791748047,8.056370155349986,40.260287046432495
3,2,3013,3796,1,0.01,0.48922550678253174,0.44977784156799316,0.02948066033422947,0.009966867044568062,0.0,0.011449282988905907,0.7822949886322021,0.3509099781513214,8.29942703647471,40.322918176651
3,3,3014,3796,1,0.01,0.6389352083206177,0.5995106101036072,0.02947491966187954,0.009949508123099804,0.0,0.011430082842707634,0.7846027612686157,0.5655242204666138,9.195360025560154,40.57321000099182
3,4,3015,3796,1,0.01,0.6300855278968811,0.5914990305900574,0.029450900852680206,0.00913552287966013,0.0,0.012235375121235847,0.7860244512557983,0.5815435647964478,8.058261936380038,40.50965619087219
4,0,4011,3796,1,0.01,0.5271355509757996,0.4898916780948639,0.029019953683018684,0.0082239406183362,0.0,0.009138050489127636,0.7918739318847656,0.446157842874527,8.559709489871867,41.33756113052368
4,1,4012,3797,1,0.01,0.631412923336029,0.5930525064468384,0.02908424846827984,0.009276043623685837,0.0,0.011448792181909084,0.797096848487854,0.6183282136917114,8.215409084593235,40.499358892440796
4,2,4013,3796,1,0.01,0.48096364736557007,0.4427369236946106,0.02904459461569786,0.009182263165712357,0.0,0.010109057649970055,0.7942976951599121,0.34798112511634827,7.660548033596763,41.18121004104614
4,3,4014,3796,1,0.01,0.6312547922134399,0.5943186283111572,0.029043253511190414,0.007893026806414127,0.0,0.010515396483242512,0.7905747294425964,0.5740293264389038,7.133711125704815,42.88938498497009
4,4,4015,3796,1,0.01,0.6259504556655884,0.5879850387573242,0.029043497517704964,0.008921971544623375,0.0,0.01134693343192339,0.7900340557098389,0.579857587814331,7.105526395595306,42.810121297836304
5,0,5011,3796,1,0.01,0.539016842842102,0.5009200572967529,0.02863662876188755,0.009460259228944778,0.0,0.014077996835112572,0.7838770151138306,0.41493815183639526,7.123703099548966,41.69760084152222
5,1,5012,3797,1,0.01,0.6249508261680603,0.5890041589736938,0.02854529395699501,0.0074014002457261086,0.0,0.00924301240593195,0.8005930185317993,0.6112220883369446,5.413318975106501,42.62241506576538
5,2,5013,3796,1,0.01,0.4763762652873993,0.4397841989994049,0.028566410765051842,0.008025596849620342,0.0,0.009600347839295864,0.7970322370529175,0.36278265714645386,6.523852556230364,42.23174715042114
5,3,5014,3796,1,0.01,0.6237862706184387,0.5869138836860657,0.028598621487617493,0.008273927494883537,0.0,0.010113132186233997,0.7956103682518005,0.5868191719055176,5.523124601824638,41.82339835166931
5,4,5015,3796,1,0.01,0.6197939515113831,0.5823896527290344,0.028634099289774895,0.008770090527832508,0.0,0.011969960294663906,0.7940045595169067,0.5793981552124023,6.836385706482045,41.39665675163269
6,0,6011,3796,1,0.01,0.5233778953552246,0.4873432517051697,0.02814292162656784,0.007891613990068436,0.0,0.00868169404566288,0.7933444976806641,0.43664753437042236,7.441982022562799,41.40893316268921
6,1,6012,3797,1,0.01,0.6133498549461365,0.5775830745697021,0.028182031586766243,0.007584904320538044,0.0,0.009077274240553379,0.8093372583389282,0.6399921774864197,6.518465089856383,41.98129415512085
6,2,6013,3796,1,0.01,0.46653491258621216,0.42979201674461365,0.02815643697977066,0.008586348965764046,0.0,0.008772430010139942,0.8066710233688354,0.37396788597106934,7.418085955332112,41.851048946380615
6,3,6014,3796,1,0.01,0.6288801431655884,0.5920037627220154,0.028210269287228584,0.00866593699902296,0.0,0.009716875851154327,0.7935985922813416,0.5909423828125,7.1394881877845515,40.99616813659668
6,4,6015,3796,1,0.01,0.6157546639442444,0.5798238515853882,0.028171129524707794,0.007759768050163984,0.0,0.009762890636920929,0.7962387204170227,0.5986835360527039,6.305645341674542,41.35654807090759
7,0,7011,3796,1,0.01,0.5256655812263489,0.48966723680496216,0.027689892798662186,0.0083084711804986,0.0,0.009443625807762146,0.7902369499206543,0.4557666778564453,6.6801769126138835,40.584755182266235
7,1,7012,3797,1,0.01,0.6213622093200684,0.5859708189964294,0.02770806849002838,0.007683482952415943,0.0,0.0094712283462286,0.8026554584503174,0.6241740584373474,4.895090682749101,41.46350312232971
7,2,7013,3796,1,0.01,0.4689740538597107,0.43386831879615784,0.027636973187327385,0.007468629628419876,0.0,0.009527497924864292,0.8029094934463501,0.36607080698013306,5.797089877169831,42.01934599876404
7,3,7014,3796,1,0.01,0.6179482340812683,0.5825348496437073,0.027652708813548088,0.007760572712868452,0.0,0.010343172587454319,0.7972756624221802,0.5964044332504272,4.739786561586781,40.695111989974976
7,4,7015,3796,1,0.01,0.607160747051239,0.5719704031944275,0.027644231915473938,0.007546030916273594,0.0,0.008204314857721329,0.8035968542098999,0.5981989502906799,4.858226368254383,40.555686950683594
8,0,8011,3796,1,0.01,0.5177209973335266,0.48345133662223816,0.02718225121498108,0.007087448611855507,0.0,0.007739194668829441,0.7987938523292542,0.4568866491317749,4.9401223837636685,41.04492807388306
8,1,8012,3797,1,0.01,0.6169679164886475,0.5819215178489685,0.02723631076514721,0.007810073439031839,0.0,0.008489932864904404,0.8063958883285522,0.6296145915985107,4.612706620416402,41.703564167022705
