epoch,accuracy,loss,pr_auc,precision,roc_auc,sensitivity,val_accuracy,val_loss,val_pr_auc,val_precision,val_roc_auc,val_sensitivity
1,0.7141351699829102,0.591526210308075,0.5116438269615173,0.4225371181964874,0.7848979234695435,0.7230123281478882,0.4925800561904907,1.0043976306915283,0.5057303309440613,0.29459962248802185,0.7788088321685791,0.9349882006645203
2,0.7292555570602417,0.5694180727005005,0.5451815128326416,0.439835786819458,0.8014866709709167,0.7244113087654114,0.7760999798774719,0.5061171054840088,0.504379153251648,0.4930278956890106,0.7905917167663574,0.585106372833252
3,0.7394763231277466,0.5585403442382812,0.5610390901565552,0.4530758261680603,0.8085131645202637,0.7384005784988403,0.6813330054283142,0.6396204233169556,0.5105234384536743,0.39236903190612793,0.7984670996665955,0.8144208192825317
4,0.7451662421226501,0.5480130910873413,0.5742683410644531,0.460370272397995,0.8153821229934692,0.7421310544013977,0.6693569421768188,0.643397331237793,0.5536657571792603,0.380764901638031,0.8044518232345581,0.8002364039421082
5,0.7430588603019714,0.5433682203292847,0.5733880996704102,0.4580239951610565,0.8178000450134277,0.7479599118232727,0.7279354333877563,0.5517765879631042,0.5325486660003662,0.4296819865703583,0.7984850406646729,0.7186761498451233
6,0.7481692433357239,0.5349975824356079,0.5840950608253479,0.46468132734298706,0.8233281373977661,0.7530893087387085,0.8115074038505554,0.444761723279953,0.5479251146316528,0.6380090713500977,0.80225670337677,0.3333333432674408
7,0.7483272552490234,0.5304907560348511,0.5880894064903259,0.4647398889064789,0.8261827826499939,0.749825119972229,0.5870866775512695,0.7640795111656189,0.583184003829956,0.3391304314136505,0.825905442237854,0.9219858050346375
8,0.7516990900039673,0.5291910767555237,0.585912823677063,0.4694436490535736,0.8269285559654236,0.7593844532966614,0.22025513648986816,2.093019723892212,0.4589841961860657,0.22025513648986816,0.7816845774650574,1.0
9,0.7511195540428162,0.5251781940460205,0.5912965536117554,0.4688439965248108,0.8303098678588867,0.7631149291992188,0.8099453449249268,0.44271647930145264,0.5546329617500305,0.6705882549285889,0.8131643533706665,0.26950353384017944
10,0.7560718655586243,0.5176249742507935,0.5942177772521973,0.4751058518886566,0.8355817794799805,0.7586849927902222,0.8065608143806458,0.42350003123283386,0.5842323303222656,0.5624242424964905,0.8288447856903076,0.5484633445739746
11,0.7543332576751709,0.5173733830451965,0.5933977365493774,0.47308579087257385,0.8357312679290771,0.7663791179656982,0.26868003606796265,1.2131967544555664,0.5769906044006348,0.2313167303800583,0.8304978609085083,0.9988179802894592
12,0.7553342580795288,0.512477695941925,0.6039204597473145,0.4743608236312866,0.8387178778648376,0.765679657459259,0.721947431564331,0.5649532675743103,0.5331693291664124,0.428201824426651,0.8196576833724976,0.7825059294700623
13,0.7577577829360962,0.5122240781784058,0.6030188202857971,0.4776313900947571,0.8388673663139343,0.7691769599914551,0.6441031098365784,0.6831831932067871,0.593277096748352,0.3719901740550995,0.835374116897583,0.8947990536689758
14,0.7570728659629822,0.5117215514183044,0.6092754602432251,0.47675424814224243,0.8389567732810974,0.7698764204978943,0.8034365773200989,0.4371037483215332,0.5598232746124268,0.5590142607688904,0.8285331726074219,0.5094562768936157
15,0.7562299370765686,0.5093085765838623,0.6065403819084167,0.4757393002510071,0.8411906957626343,0.7726742625236511,0.8031762838363647,0.42099207639694214,0.5986883044242859,0.5507900714874268,0.8352255821228027,0.5768321752548218
16,0.7589167952537537,0.5048298239707947,0.6110591292381287,0.4792899489402771,0.8435491323471069,0.7743063569068909,0.6633689403533936,0.617656946182251,0.5509821176528931,0.3778020739555359,0.8108993768692017,0.8167848587036133
17,0.7578104138374329,0.5048682689666748,0.6121963262557983,0.4778989553451538,0.844359278678894,0.7764047384262085,0.7688102126121521,0.4883885085582733,0.616365373134613,0.4841628968715668,0.8412131071090698,0.758865237236023
18,0.7592329382896423,0.506451427936554,0.6109490990638733,0.47960516810417175,0.8428006172180176,0.7703427076339722,0.6508721709251404,0.6989537477493286,0.5954179763793945,0.377535879611969,0.8379484415054321,0.9018912315368652
19,0.7564406394958496,0.5021631121635437,0.6171340942382812,0.4761700928211212,0.8455807566642761,0.7780368328094482,0.5009112358093262,0.8716323971748352,0.5881634950637817,0.302471399307251,0.8339644074440002,0.9692671298980713
20,0.7594436407089233,0.5019686818122864,0.6194978952407837,0.48010343313217163,0.8459882736206055,0.7792026400566101,0.6969538927078247,0.6145334243774414,0.5776526927947998,0.40745052695274353,0.8333260416984558,0.8274231553077698
