round,client_id,client_seed,images,local_epochs,mu,loss,classification_loss,regularization_loss,proximal_loss_epoch_mean,initial_proximal_loss,final_proximal_loss,roc_auc,pr_auc,update_l2,training_seconds
1,0,1022,3799,1,0.01,0.606310248374939,0.5579131841659546,0.030040567740797997,0.018356390297412872,0.0,0.02815828286111355,0.756710410118103,0.38933417201042175,13.322041938055511,47.04164409637451
1,1,1023,3800,1,0.01,0.5857625007629395,0.5369907021522522,0.03005555085837841,0.01871631294488907,0.0,0.02395697310566902,0.7954126596450806,0.46861332654953003,13.871243876848991,43.42061400413513
1,2,1024,3795,1,0.01,0.4481152892112732,0.3966090977191925,0.03001381829380989,0.021492255851626396,0.0,0.026572786271572113,0.7652621269226074,0.2405032217502594,12.55474677597063,42.603663206100464
1,3,1025,3790,1,0.01,0.33614709973335266,0.28329360485076904,0.029921887442469597,0.022931715473532677,0.0,0.025067688897252083,0.7084988355636597,0.08490540832281113,11.643728832017262,42.93006896972656
1,4,1026,3797,1,0.01,0.6944829225540161,0.6482575535774231,0.02999422326683998,0.016231145709753036,0.0,0.019736649468541145,0.7255486249923706,0.770004391670227,13.594161795655388,42.760467290878296
2,0,2022,3799,1,0.01,0.5611271858215332,0.5200598835945129,0.029610557481646538,0.011456616222858429,0.0,0.014498227275907993,0.7966021299362183,0.46745961904525757,8.63514915137095,42.67613124847412
2,1,2023,3800,1,0.01,0.5541492104530334,0.5144003033638,0.02958279475569725,0.010166259482502937,0.0,0.01347783301025629,0.8128508925437927,0.5099434852600098,8.095949301918038,42.24257493019104
2,2,2024,3795,1,0.01,0.39978379011154175,0.3584345877170563,0.029554864391684532,0.01179435569792986,0.0,0.014212951064109802,0.8169411420822144,0.3118382692337036,8.60576642181429,42.59923195838928
2,3,2025,3790,1,0.01,0.29328975081443787,0.2510763704776764,0.029460901394486427,0.012752457521855831,0.0,0.015409372746944427,0.7772482633590698,0.11571642011404037,7.89584856832595,41.991276025772095
2,4,2026,3797,1,0.01,0.7011287808418274,0.6558714509010315,0.029646581038832664,0.015610814094543457,0.0,0.013820960186421871,0.7307335734367371,0.7766076922416687,9.557074385947598,41.2367479801178
3,0,3022,3799,1,0.01,0.5503214597702026,0.5127586722373962,0.029129186645150185,0.008433567360043526,0.0,0.012366145849227905,0.804040789604187,0.4700654447078705,7.356169128113574,40.936229944229126
3,1,3023,3800,1,0.01,0.5516878962516785,0.5128366351127625,0.029179954901337624,0.009671189822256565,0.0,0.012779577635228634,0.8147556781768799,0.5214176774024963,8.428652856571174,41.25084114074707
3,2,3024,3795,1,0.01,0.38575512170791626,0.34746405482292175,0.029104001820087433,0.009187005460262299,0.0,0.011862152256071568,0.8304377198219299,0.335946261882782,7.915907744227467,41.06140899658203
3,3,3025,3790,1,0.01,0.2763268053531647,0.23721659183502197,0.028989344835281372,0.01012082863599062,0.0,0.012835421599447727,0.8095632791519165,0.15948644280433655,6.605272526167453,40.974733114242554
3,4,3026,3797,1,0.01,0.7104459404945374,0.6635602116584778,0.029239729046821594,0.017645947635173798,0.0,0.01508890837430954,0.7282689213752747,0.7775283455848694,10.050176178640648,48.25542092323303
4,0,4022,3799,1,0.01,0.5437694191932678,0.5058654546737671,0.02870779298245907,0.0091960234567523,0.0,0.010438396595418453,0.8086814880371094,0.4816880524158478,7.396516836440943,42.70187783241272
4,1,4023,3800,1,0.01,0.5464044213294983,0.5088198184967041,0.028727063909173012,0.008857445791363716,0.0,0.010884327813982964,0.8198806643486023,0.5314746499061584,6.990856454021609,41.14379906654358
4,2,4024,3795,1,0.01,0.3805880844593048,0.34270989894866943,0.028646009042859077,0.009232239797711372,0.0,0.010452646762132645,0.8374547958374023,0.3376970887184143,6.481972163728621,41.43218398094177
4,3,4025,3790,1,0.01,0.27531421184539795,0.23533420264720917,0.028561053797602654,0.011418918147683144,0.0,0.010895490646362305,0.812038779258728,0.15540319681167603,7.697513629979308,41.4844651222229
4,4,4026,3797,1,0.01,0.712222158908844,0.6661024689674377,0.028832891955971718,0.01728673465549946,0.0,0.014442751184105873,0.7228493690490723,0.7762470841407776,11.602472904279386,41.493635177612305
5,0,5022,3799,1,0.01,0.537957489490509,0.5013474225997925,0.028205672279000282,0.008404288440942764,0.0,0.009739359840750694,0.8144751787185669,0.4829103350639343,6.574843947450319,42.10619306564331
5,1,5023,3800,1,0.01,0.5379974842071533,0.5018723607063293,0.02824469842016697,0.007880316115915775,0.0,0.009860874153673649,0.8252432346343994,0.5286486744880676,7.220851042499661,42.23424577713013
5,2,5024,3795,1,0.01,0.3776479661464691,0.34176209568977356,0.02811342664062977,0.007772534620016813,0.0,0.008446243591606617,0.8376345038414001,0.3349762558937073,6.009314244930178,42.02151417732239
5,3,5025,3790,1,0.01,0.2757844626903534,0.2390279620885849,0.028055740520358086,0.008700797334313393,0.0,0.008230249397456646,0.8028526306152344,0.1428057849407196,7.534823005148589,42.23332405090332
5,4,5026,3797,1,0.01,0.7007407546043396,0.6557359099388123,0.028305964544415474,0.016699234023690224,0.0,0.01446694228798151,0.7346833348274231,0.7771974802017212,10.720401167967399,42.0950288772583
6,0,6022,3799,1,0.01,0.5351654291152954,0.4994989037513733,0.027713507413864136,0.007952956482768059,0.0,0.009594053030014038,0.815514326095581,0.4916020631790161,6.954143878355465,40.727477073669434
6,1,6023,3800,1,0.01,0.5365873575210571,0.5009509325027466,0.027722101658582687,0.007914110086858273,0.0,0.009690752252936363,0.8256959915161133,0.5396548509597778,7.03744444985654,40.76832890510559
6,2,6024,3795,1,0.01,0.3713981807231903,0.33560892939567566,0.027611687779426575,0.00817754864692688,0.0,0.010494522750377655,0.8430064916610718,0.37428194284439087,5.473308793444218,40.95666289329529
6,3,6025,3790,1,0.01,0.2743987739086151,0.23635481297969818,0.02757766656577587,0.010466261766850948,0.0,0.00868485402315855,0.8076702356338501,0.16585928201675415,6.791292137298337,41.14776396751404
6,4,6026,3797,1,0.01,0.6953393220901489,0.6506965160369873,0.02781534381210804,0.016827523708343506,0.0,0.014251837506890297,0.7401524782180786,0.7864893078804016,12.951800394032729,40.72354316711426
7,0,7022,3799,1,0.01,0.5307263135910034,0.4959832429885864,0.027181176468729973,0.007561797741800547,0.0,0.009493092074990273,0.8180937170982361,0.4894770681858063,5.076071457995196,41.63703107833862
7,1,7023,3800,1,0.01,0.5362294316291809,0.5009341835975647,0.027228379622101784,0.00806700810790062,0.0,0.009465320967137814,0.8246620893478394,0.5258376598358154,6.276651837600389,41.72863292694092
7,2,7024,3795,1,0.01,0.3715169131755829,0.3362107276916504,0.027162401005625725,0.008143688552081585,0.0,0.009484338574111462,0.8434418439865112,0.3531036376953125,5.912445580362461,42.134652853012085
