seed,threshold_type,threshold,accuracy,precision,sensitivity,recall,specificity,negative_predictive_value,f1_score,balanced_accuracy,roc_auc,pr_auc,average_precision,log_loss,true_negative,false_positive,false_negative,true_positive,sample_count,positive_count,negative_count
22,fixed_0.5,0.5,0.7794845092423848,0.499581589958159,0.7056737588652482,0.7056737588652482,0.8003338898163606,0.9058956916099773,0.5850073493385596,0.7530038243408044,0.83605418013474,0.5986898643227598,0.5990877758345268,0.4495155308858309,2397,598,249,597,3841,846,2995
22,validation_youden,0.41443008184432983,0.74355636552981,0.45255972696245733,0.7836879432624113,0.7836879432624113,0.732220367278798,0.922979797979798,0.5737775854608395,0.7579541552706046,0.83605418013474,0.5986898643227598,0.5990877758345268,0.4495155308858309,2193,802,183,663,3841,846,2995
