round,client_id,client_seed,images,local_epochs,loss,roc_auc,pr_auc,update_l2,training_seconds
1,0,1033,3832,1,0.5347450971603394,0.7561526298522949,0.3226143717765808,15.237246662548163,39.976104974746704
1,1,1034,3746,1,0.7228343486785889,0.6943154335021973,0.7424484491348267,15.612214405776976,39.21153211593628
1,2,1035,3799,1,0.6313686966896057,0.801588237285614,0.6021193265914917,14.815845277651082,39.9589581489563
1,3,1036,3805,1,0.3224465250968933,0.7219609022140503,0.11148872971534729,13.531196962283728,40.1129949092865
1,4,1037,3799,1,0.27020102739334106,0.7578192949295044,0.11861279606819153,13.29469880245241,40.110591888427734
2,0,2033,3832,1,0.5031905770301819,0.7880011796951294,0.3869726061820984,12.13311122727224,40.316028356552124
2,1,2034,3746,1,0.7205972671508789,0.7069118022918701,0.7506670951843262,14.894721362550193,39.401530742645264
2,2,2035,3799,1,0.6120689511299133,0.8128544688224792,0.6223917007446289,13.757956175232572,40.0027871131897
2,3,2036,3805,1,0.2970135509967804,0.780525803565979,0.15768824517726898,10.684140152274587,40.07657814025879
2,4,2037,3799,1,0.2585393190383911,0.7763658761978149,0.17115378379821777,11.501394847359567,39.975608110427856
3,0,3033,3832,1,0.4993914067745209,0.7928930521011353,0.38386183977127075,12.563644417961985,40.28859210014343
3,1,3034,3746,1,0.6990700960159302,0.7233120203018188,0.7647649049758911,22.074762335196514,39.32413411140442
3,2,3035,3799,1,0.5971691608428955,0.8206917643547058,0.6357945799827576,13.016466562988752,39.95950102806091
3,3,3036,3805,1,0.2904020845890045,0.7975114583969116,0.1555473804473877,14.13391345762245,40.06914687156677
3,4,3037,3799,1,0.25983187556266785,0.7825883030891418,0.12014412134885788,13.924124163929152,39.97048497200012
4,0,4033,3832,1,0.49234718084335327,0.7985738515853882,0.38912108540534973,12.924628369808564,40.522923946380615
4,1,4034,3746,1,0.7043017745018005,0.7210829257965088,0.7580870389938354,28.86163695362261,39.22390294075012
4,2,4035,3799,1,0.5971082448959351,0.8186579942703247,0.6281360387802124,13.833614141418751,39.937745094299316
4,3,4036,3805,1,0.2824024558067322,0.812879204750061,0.1676749736070633,13.381314837519032,40.129826068878174
4,4,4037,3799,1,0.24719654023647308,0.807496190071106,0.1584179401397705,18.91327665891806,40.00339102745056
5,0,5033,3832,1,0.4892025887966156,0.8000339865684509,0.40019676089286804,9.427725840184957,40.30623126029968
5,1,5034,3746,1,0.6790069341659546,0.7354949116706848,0.7651867866516113,25.134034365739556,39.42679214477539
5,2,5035,3799,1,0.5937725305557251,0.8190202713012695,0.6226702928543091,10.546156595441909,40.05352282524109
5,3,5036,3805,1,0.2753555476665497,0.820170521736145,0.20245006680488586,11.936530786007701,40.19408297538757
5,4,5037,3799,1,0.244823157787323,0.8070562481880188,0.165437251329422,17.285692865711617,40.12091302871704
6,0,6033,3832,1,0.48065656423568726,0.8087825179100037,0.40454840660095215,9.980839711059634,40.248558044433594
6,1,6034,3746,1,0.6984372735023499,0.7206013798713684,0.7529894709587097,32.26183957721173,39.3425931930542
6,2,6035,3799,1,0.5856325626373291,0.8256279230117798,0.6584818363189697,10.726478266224424,39.861042976379395
6,3,6036,3805,1,0.27646782994270325,0.821303129196167,0.17169994115829468,10.83856582117185,40.082139015197754
6,4,6037,3799,1,0.24509257078170776,0.8063684701919556,0.15304915606975555,19.581378131953983,39.86907076835632
7,0,7033,3832,1,0.47585931420326233,0.8121472597122192,0.411399245262146,9.557017294764108,40.36642384529114
7,1,7034,3746,1,0.6946389079093933,0.7275418639183044,0.7658793330192566,31.71911613565657,39.24486303329468
7,2,7035,3799,1,0.577639102935791,0.8295463919639587,0.6357143521308899,10.790666319270196,39.84929394721985
7,3,7036,3805,1,0.2724704146385193,0.8255975842475891,0.17653504014015198,10.92545934494651,40.1505560874939
7,4,7037,3799,1,0.2414921522140503,0.8117497563362122,0.1562221348285675,12.399140638333286,40.79531812667847
8,0,8033,3832,1,0.4758054316043854,0.8107800483703613,0.4260525107383728,10.867092368940302,40.88857674598694
8,1,8034,3746,1,0.6913753747940063,0.7283902168273926,0.7657455801963806,35.45227947301809,39.57259202003479
8,2,8035,3799,1,0.5724363923072815,0.8322305083274841,0.646979570388794,10.755650483571051,40.155771017074585
8,3,8036,3805,1,0.27177178859710693,0.8227564096450806,0.19087573885917664,11.842001969584617,40.11711001396179
8,4,8037,3799,1,0.23733948171138763,0.8225647211074829,0.16361527144908905,13.922666638646263,40.08456587791443
9,0,9033,3832,1,0.4773947298526764,0.8074655532836914,0.42971712350845337,10.821613347982092,40.23389172554016
9,1,9034,3746,1,0.6897447109222412,0.7327331304550171,0.7729204297065735,34.30521747769106,39.43421983718872
9,2,9035,3799,1,0.5703994631767273,0.8299636840820312,0.6464565992355347,10.603501324804274,40.093246936798096
9,3,9036,3805,1,0.27155929803848267,0.8283995389938354,0.15899012982845306,12.109527578082737,40.14828085899353
9,4,9037,3799,1,0.2387554943561554,0.8139362931251526,0.15719488263130188,16.544118024722792,39.963829040527344
10,0,10033,3832,1,0.4704456329345703,0.8138118386268616,0.4176165461540222,11.558121148005343,40.39683675765991
10,1,10034,3746,1,0.687337338924408,0.7322227954864502,0.7696107625961304,35.882360569790514,39.431230306625366
10,2,10035,3799,1,0.5596935749053955,0.8370729684829712,0.6536188721656799,13.480394874264082,40.016029834747314
10,3,10036,3805,1,0.26440829038619995,0.8396393656730652,0.18181350827217102,12.266126480841274,40.07724213600159
10,4,10037,3799,1,0.23827306926250458,0.8130829334259033,0.15832847356796265,14.793347637418067,39.88031482696533
11,0,11033,3832,1,0.4766789674758911,0.8065435290336609,0.4110245406627655,11.473243445576028,40.301620960235596
11,1,11034,3746,1,0.6782901883125305,0.7373337745666504,0.7787244915962219,34.82909253171478,39.3039972782135
11,2,11035,3799,1,0.559841513633728,0.8366286754608154,0.6588149666786194,11.42595548215194,40.03008985519409
11,3,11036,3805,1,0.26167646050453186,0.8390829563140869,0.1912631094455719,14.6541604602698,40.12832999229431
11,4,11037,3799,1,0.235661581158638,0.8178233504295349,0.1550745666027069,15.994052221167166,40.10018301010132
12,0,12033,3832,1,0.4655306041240692,0.8177444338798523,0.4451848864555359,11.197056120927602,40.27367281913757
12,1,12034,3746,1,0.6797580718994141,0.7355492115020752,0.7727311849594116,40.163389790083784,39.34941101074219
12,2,12035,3799,1,0.5593550801277161,0.8347069621086121,0.6447340846061707,13.440460701582534,40.107786417007446
12,3,12036,3805,1,0.26137179136276245,0.8411926031112671,0.1794131100177765,15.623151032215501,40.084518909454346
12,4,12037,3799,1,0.23070228099822998,0.8287622928619385,0.1753552109003067,15.295343559945277,39.96894693374634
13,0,13033,3832,1,0.4665932357311249,0.8157296776771545,0.42538824677467346,14.718457404295231,40.13362216949463
13,1,13034,3746,1,0.6925869584083557,0.7300311326980591,0.7704005241394043,36.22338416364832,39.28846192359924
13,2,13035,3799,1,0.5561800003051758,0.8386808037757874,0.6542780995368958,14.413469695170207,40.17064309120178
13,3,13036,3805,1,0.2557887136936188,0.8464614152908325,0.20167282223701477,17.570386107825048,40.06081199645996
13,4,13037,3799,1,0.23323732614517212,0.8203303813934326,0.16434383392333984,19.256368575758152,40.151450872421265
14,0,14033,3832,1,0.4585436284542084,0.8224923014640808,0.4325101673603058,11.512164624372293,40.35514807701111
14,1,14034,3746,1,0.678440511226654,0.7380123138427734,0.7769709229469299,38.27953380058986,39.42384481430054
14,2,14035,3799,1,0.5594314336776733,0.8364956378936768,0.6573164463043213,14.143854491590465,39.971110105514526
14,3,14036,3805,1,0.26180514693260193,0.8351188898086548,0.19109955430030823,15.443998981682427,39.950231075286865
14,4,14037,3799,1,0.22378899157047272,0.8370304107666016,0.19725528359413147,16.369547132842857,39.94883394241333
15,0,15033,3832,1,0.4617420434951782,0.8198369741439819,0.43695658445358276,14.356237919650244,40.286742210388184
15,1,15034,3746,1,0.6810256242752075,0.7323237657546997,0.7705944180488586,42.292562047357144,39.38037896156311
15,2,15035,3799,1,0.5634557008743286,0.8303114175796509,0.6466367244720459,14.728318186716667,39.90019106864929
15,3,15036,3805,1,0.26015299558639526,0.8351484537124634,0.1944921612739563,11.995421457455302,40.219764947891235
15,4,15037,3799,1,0.22642917931079865,0.8293810486793518,0.2087537944316864,14.158728826294984,40.21786093711853
16,0,16033,3832,1,0.4560653865337372,0.8254607915878296,0.4233269691467285,13.74194990869743,40.411041021347046
16,1,16034,3746,1,0.6809223890304565,0.7372297048568726,0.7674285173416138,38.11361464669312,39.467469930648804
16,2,16035,3799,1,0.5535461902618408,0.8385170698165894,0.6638057231903076,14.265836043811678,40.19127798080444
16,3,16036,3805,1,0.2577645480632782,0.8389415740966797,0.1916065514087677,15.709555069937096,40.96055316925049
16,4,16037,3799,1,0.22753043472766876,0.8316118717193604,0.18480992317199707,16.66514571864487,40.743908166885376
