epoch,accuracy,loss,pr_auc,precision,roc_auc,sensitivity,val_accuracy,val_loss,val_pr_auc,val_precision,val_roc_auc,val_sensitivity
1,0.7081291675567627,0.5952708721160889,0.5071053504943848,0.4162762761116028,0.779870867729187,0.7251107692718506,0.45066389441490173,1.1487430334091187,0.5006998181343079,0.28025034070014954,0.7781702876091003,0.9527186751365662
2,0.7331015467643738,0.568464994430542,0.5467686057090759,0.44496387243270874,0.8022578954696655,0.732338547706604,0.2858630418777466,1.3538002967834473,0.48057690262794495,0.23498183488845825,0.782045304775238,0.9940898418426514
3,0.7367367148399353,0.5580450892448425,0.5647276639938354,0.44973018765449524,0.8086147308349609,0.7384005784988403,0.4095287621021271,1.0879353284835815,0.5673229694366455,0.26885566115379333,0.8108881115913391,0.9775413870811462
4,0.7413729429244995,0.5517978668212891,0.5694278478622437,0.4553442895412445,0.8118168711662292,0.7370016574859619,0.5506378412246704,0.8443162441253662,0.5646123290061951,0.31937602162361145,0.8090343475341797,0.9196217656135559
5,0.7439544796943665,0.5433400869369507,0.5707017183303833,0.45909157395362854,0.8171133995056152,0.7470272779464722,0.7729758024215698,0.5181691646575928,0.5712330341339111,0.4892384111881256,0.8164018392562866,0.6985815763473511
6,0.7453769445419312,0.5367481708526611,0.579450249671936,0.46075037121772766,0.822245180606842,0.7444625496864319,0.7971882224082947,0.4842645823955536,0.5462468862533569,0.7596899271011353,0.7919086813926697,0.11583924293518066
7,0.7506980895996094,0.529829204082489,0.5858871340751648,0.46811574697494507,0.8269028663635254,0.7582187056541443,0.361103892326355,1.1888688802719116,0.5864089727401733,0.2551766037940979,0.8264390230178833,0.9905437231063843
8,0.7543859481811523,0.5302271842956543,0.583339273929596,0.4728727340698242,0.8258589506149292,0.757985532283783,0.36266598105430603,1.1832823753356934,0.49498552083969116,0.2553451359272003,0.7787492275238037,0.9881796836853027
9,0.7493809461593628,0.5245787501335144,0.5823072791099548,0.4666476547718048,0.829841136932373,0.7633481025695801,0.772455096244812,0.4864792823791504,0.5336148738861084,0.48738738894462585,0.8056600093841553,0.63947993516922
10,0.753121554851532,0.5206629037857056,0.5928192734718323,0.4714921712875366,0.8322674036026001,0.7654464840888977,0.7794845104217529,0.4651225805282593,0.5985174775123596,0.49958157539367676,0.8360417485237122,0.7056737542152405
11,0.7515937089920044,0.5187748670578003,0.5879979133605957,0.46958011388778687,0.8339941501617432,0.7666122913360596,0.7909398674964905,0.4437706470489502,0.5878437757492065,0.5201122760772705,0.8306002616882324,0.6572104096412659
12,0.7545967102050781,0.5154586434364319,0.6002182364463806,0.4732802212238312,0.8359177112579346,0.7619491815567017,0.8200989365577698,0.415304571390152,0.587431788444519,0.625201940536499,0.8284009695053101,0.457446813583374
13,0.7565460205078125,0.5138691663742065,0.6023561954498291,0.4763127863407135,0.8374149203300476,0.7782700061798096,0.8044779896736145,0.43021485209465027,0.5608893036842346,0.6537216901779175,0.8274326324462891,0.23877067863941193
14,0.7566514015197754,0.5118215680122375,0.6016653776168823,0.4761904776096344,0.838720440864563,0.7694101333618164,0.455089807510376,0.9131367802619934,0.435491681098938,0.2819167673587799,0.7577078342437744,0.9527186751365662
