round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,mean_client_proximal_loss,minimum_client_proximal_loss,maximum_client_proximal_loss,round_seconds
0,0.44540092431436157,0.19021934932823567,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7064646872742556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.5472406729892612,0.23904509395452983,0.2202551418901328,1.0,0.0,0.36099850650736076,1.70713208915075,11.144002840576233,12.57672108674546,12.057855954912723,13.31309916991182,0.02273271307349205,0.020342689007520676,0.02492905966937542,237.20025205612183
2,0.5900673699664927,0.2816312898339533,0.2202551418901328,1.0,0.0,0.36099850650736076,2.261325849725384,5.526231639046812,7.839264976015791,6.832740322703903,8.447288846708268,0.016638992913067342,0.01178219635039568,0.019983278587460518,221.77732920646667
3,0.6671165891142448,0.36392713243420227,0.2205154907576152,0.9964539007092199,0.001335559265442404,0.36025641025641025,1.874370401659511,5.649824330008943,8.07830344297124,6.416606640308701,11.26062451265044,0.01432631928473711,0.011765751987695694,0.017526941373944283,217.85135006904602
4,0.7315417342537011,0.434224971879286,0.42488935173132,0.9219858156028369,0.28447412353923207,0.41390289201379676,0.9258527575248918,5.6775513881733035,8.226137421438361,6.6734728732733615,11.983046148907862,0.011931825056672096,0.009167131967842579,0.014740514568984509,218.92577409744263
5,0.7752345319425203,0.4906050640156753,0.6545170528508201,0.7754137115839244,0.6203672787979967,0.4971580143993937,0.6375202840549254,4.572157149357669,7.926682924008813,6.010273235255294,12.651472129389067,0.012026271782815456,0.009914027526974678,0.014653339050710201,227.54094195365906
6,0.800948389159237,0.5348963861864012,0.6940900807081489,0.7919621749408984,0.6664440734557596,0.532803180914513,0.5935323167407306,3.864284924399956,7.525625062499468,4.827507401446529,13.817835076455653,0.011112665012478828,0.00900856964290142,0.012949296273291111,217.44554233551025
7,0.7995544189093722,0.5188255539457446,0.615985420463421,0.8664302600472813,0.5452420701168614,0.49846990819449166,0.7201015755427176,3.62592866663463,7.891485471634509,5.556450075106253,14.769416907396241,0.010497613064944743,0.009320525452494621,0.013252373784780502,223.62103486061096
8,0.8058361650820715,0.5509045117619888,0.7451184587347045,0.7163120567375887,0.7532554257095159,0.5531720675490643,0.5129570840660754,3.295179314131855,7.982132132917928,5.503314588066165,15.139996991158348,0.010851397924125195,0.009771768935024738,0.012963218614459038,218.11762404441833
9,0.8052048923146142,0.5501799949997295,0.7570945066388961,0.6855791962174941,0.7772954924874791,0.5542283803153368,0.48927356674414596,3.2607844459605326,8.647700991919885,6.143445168871997,16.457540644048162,0.010293624363839626,0.00852891430258751,0.012720389291644096,221.61669206619263
10,0.8029718561668977,0.5494196366626726,0.736266597240302,0.7222222222222222,0.7402337228714524,0.5467561521252796,0.5307958158347019,3.2255193484527016,9.545593098838596,6.461861029502375,19.130328929079923,0.010200010612607002,0.007836724631488323,0.011903438717126846,212.27456378936768
11,0.8046582760076881,0.5501232642618908,0.6748242645144493,0.8156028368794326,0.635058430717863,0.5249144161278052,0.6267855849280735,3.116958728638342,9.375025020632256,6.640797194366154,18.432721567798122,0.01047069113701582,0.008803396485745907,0.01374730933457613,217.03950691223145
12,0.808992923588171,0.5478299204305848,0.6558187971882322,0.8392434988179669,0.6040066777963272,0.5178701677607586,0.6521260301719851,2.637779257102516,9.607942651027702,6.609101952762999,18.86769760387638,0.00990343876183033,0.007694194093346596,0.012577787041664124,214.01470398902893
13,0.8007921003090257,0.5453171693662822,0.6985160114553501,0.7777777777777778,0.676126878130217,0.5319320937752627,0.5901774529014479,2.896154639052289,9.457543384813201,6.168629504863637,17.885092580575538,0.009749230183660983,0.00869498960673809,0.01205727644264698,230.80630612373352
14,0.8027271615024254,0.5489328466511544,0.7867742775318928,0.5921985815602837,0.8417362270450751,0.5502471169686985,0.4442948412511614,2.842812827271625,9.783786356014932,5.940365862735005,19.880899986402135,0.009101802855730057,0.007711612619459629,0.012236456386744976,222.0697660446167
15,0.8076660470366293,0.5598850060534415,0.7583962509763083,0.6761229314420804,0.781636060100167,0.5521235521235521,0.4785003207854834,3.026067273296846,10.50533817582231,6.160618196012702,23.177962785829795,0.009224372543394565,0.007559603080153465,0.011987732723355293,222.58612608909607
16,0.80730216239043,0.5400075796226279,0.5761520437386097,0.9018912529550828,0.48414023372287146,0.4838300570703868,0.7495593214227549,2.946034710496169,10.10235422934476,7.1022460544057155,19.721311276873486,0.010161842964589596,0.008280234411358833,0.012178641743957996,219.81045579910278
17,0.8053635491777075,0.5530021892543243,0.3959906274407706,0.9787234042553191,0.2313856427378965,0.4164989939637827,1.0648646864183966,2.425242470230722,9.903278435612803,6.201451824650025,19.143114679376886,0.009724877029657363,0.008245322853326797,0.011661706492304802,230.05683708190918
18,0.8086491670514689,0.5626714316360865,0.6677948450924238,0.8262411347517731,0.6230383973288814,0.5228122662677637,0.6497578254126333,2.1747905831951932,10.157626497521537,6.973358979174658,18.469479181830607,0.008892415184527635,0.007562996353954077,0.010278196074068546,221.3686008453369
19,0.8103304561976817,0.561392633339919,0.6081749544389482,0.8782505910165485,0.5318864774624374,0.49682380474757604,0.7234475522690237,2.1903347292060587,11.340367320042793,6.221360607186952,23.81885451911558,0.009361610002815723,0.008587741293013096,0.010606431402266026,227.73804593086243
20,0.8123318217517771,0.5656086905317188,0.6852382192137464,0.8167848699763594,0.6480801335559265,0.533384793516017,0.6027980161634491,2.1930641601193095,10.00624555221572,5.924236670058855,18.990879173698957,0.00989449443295598,0.007369338069111109,0.012702533975243568,226.92282700538635
