round,roc_auc,pr_auc,accuracy_at_0_5,sensitivity_at_0_5,specificity_at_0_5,f1_score_at_0_5,log_loss,global_update_l2,mean_client_update_l2,minimum_client_update_l2,maximum_client_update_l2,round_seconds
0,0.4660381565809051,0.19715486956610517,0.2202551418901328,1.0,0.0,0.36099850650736076,0.7123579496940655,0.0,0.0,0.0,0.0,0.0
1,0.6005890432043951,0.29736618586854235,0.2202551418901328,1.0,0.0,0.36099850650736076,2.033931198588892,13.012481429660056,14.498784642552447,13.745091960423865,15.367503893883272,219.03026604652405
2,0.6481833394507001,0.34654534385046787,0.2202551418901328,1.0,0.0,0.36099850650736076,3.164828288228213,11.392665791993277,12.962131170006652,11.910719722182558,13.784694185554317,218.4695701599121
3,0.7002835695426183,0.3963753539215327,0.2202551418901328,1.0,0.0,0.36099850650736076,2.378816932949156,12.252883951318989,13.667899842111344,12.777033148574764,15.19083557885123,980.2344090938568
4,0.7576192787822098,0.46661860658564475,0.3907836500911221,0.9657210401891253,0.2283806343906511,0.4111726220432813,1.153129757560522,11.03850353181986,12.874780321953091,10.03584978590235,15.442984901923746,216.48425698280334
5,0.8003402045173793,0.5417672550771635,0.6992970580577974,0.7754137115839244,0.67779632721202,0.5318200243210377,0.586158509544877,8.884449071217809,11.192464597566168,8.285151730995114,13.629209039203303,216.81049394607544
6,0.8012116332579515,0.5432021531854927,0.5753709971361625,0.8995271867612293,0.48380634390651084,0.48271487472248653,0.8292160537473301,9.835973028106192,12.141775119348967,9.666168195436331,13.858451419814296,2133.960494041443
7,0.810338349573955,0.5647449917497298,0.6422806560791461,0.8711583924349882,0.5776293823038398,0.5175561797752809,0.6974757167457027,6.578667075651624,9.499634841047225,8.532634433167738,11.091807228195584,1358.5212728977203
8,0.8133500672910327,0.5747430347663197,0.7794845092423848,0.6016548463356974,0.8297161936560935,0.5458445040214477,0.44771268401364195,5.630853943779777,9.15683567733296,8.610672421272064,10.184476901114243,219.192045211792
9,0.8152717097447676,0.5780050202557363,0.6607654256703983,0.8498817966903073,0.6073455759599332,0.5246260488872674,0.6677514689498307,6.02199030563382,9.303488160707918,8.204340121597198,11.269420952913197,219.59664916992188
10,0.8125409962230195,0.5743694686082385,0.7104920593595417,0.776595744680851,0.6918196994991653,0.5416323165704864,0.5781579548078534,5.20011606523086,9.438320669120856,8.40295751925748,11.26332556634667,222.74626421928406
11,0.816952604222167,0.5783430059326514,0.6657120541525644,0.8439716312056738,0.6153589315525877,0.5265486725663717,0.6537966169621902,4.792370861303485,8.932716048631269,8.2497261264142,9.654415757876574,226.79003500938416
12,0.820065357155543,0.5857236777600354,0.7836500911221036,0.5886524822695035,0.8387312186978297,0.5451559934318555,0.4348892282601408,4.890178152478634,8.25056206861112,7.5459819781407695,8.549100328601176,233.0906159877777
13,0.8181076025053577,0.5747406773632796,0.6909658942983598,0.8238770685579196,0.6534223706176961,0.5401007361487795,0.6166401245971764,4.481550528243137,7.871818738549398,7.230681348684316,8.401911463599266,221.4618968963623
14,0.8181772615509695,0.5760615572584782,0.7300182244207237,0.7754137115839244,0.7171953255425709,0.5585355470412942,0.5439871060940453,4.9646245213103475,8.14304831118677,7.6130303093500045,8.93884618037325,221.07453107833862
15,0.821123464244979,0.5898768092437755,0.7776620671700079,0.6607565011820331,0.8106844741235393,0.5669371196754563,0.4555021326567146,3.9247674134544916,8.131177393602346,7.527376130673193,9.564420142188185,231.11932492256165
16,0.8212979078606188,0.5862250328425604,0.7104920593595417,0.8108747044917257,0.6821368948247079,0.5523349436392915,0.5825236153226041,3.909559604085614,7.67895274375733,7.268362540929737,8.190441001566471,217.4441020488739
17,0.8209131057672955,0.5856338917872205,0.7596979953137204,0.7163120567375887,0.7719532554257095,0.5676814988290398,0.48728898777873586,3.952710108054228,8.48087229940143,7.3376956950152845,10.653115769139376,210.14360976219177
18,0.8217869025207498,0.5825102696854811,0.6719604269721426,0.8475177304964538,0.6223706176961603,0.532293986636971,0.6295304961384806,4.073696943900379,7.329833455235233,6.676691593661388,8.27162766267126,226.36576914787292
19,0.8251119872758774,0.5938383840969628,0.7383493881801614,0.7565011820330969,0.7332220367278798,0.5601750547045952,0.526991327227995,4.122174025022661,7.125532672433404,6.733229797229669,7.448566740194182,226.25151991844177
20,0.8268141938692147,0.5963316989221707,0.7321010153605831,0.7825059101654847,0.7178631051752922,0.5626859328516787,0.5452332377777632,4.141342464978433,7.326961339749398,6.98853881857052,8.145005512886568,226.22087717056274
